text,labels,domain,source
"Gabby Giffords To Congress 'The Nation's Counting On You' To Act On Gun Violence For years, the former Arizona congresswoman and her husband, former astronaut Mark Kelly, have been speaking out for gun control.",,Politics,huffpost
"Sandy Hook Senator 'Compassion Is Important, But It Is Not Enough' Congress needs to get off its ass and do something about mass shootings, says Sen. Chris Murphy.",,Politics,huffpost
Health Insurance For 9 Million Kids On The Line As Congress Fails To Meet Deadline Lawmakers are playing with fire.,,Politics,huffpost
"Tom Price Once Blasted Lawmakers Over Use Of Military Aircraft Fleet This is just another example of fiscal irresponsibility run amok in Congress right now, he said in 2009.",,Politics,huffpost
"Justice Gorsuch, Stand With Employers Who Respect The Law The upcoming Supreme Court case will decide whether big corporations can use arbitration clauses to take away workers rights to band together to challenge employer wrongdoing in court.",,Politics,huffpost
"Science And Sense In A Post-Truth World How Do We Know? In my work and my world, I am dealing routinely with whiplash-inducing headlines about health, and nutrition in particular",,Science,huffpost
"Durbin, Brown Warn Purdue's Daniels On Deal With Shameful For-Profit Kaplan In a strongly-worded letter sent late Thursday to Purdue University president Mitch Daniels, Senators Dick Durbin D-IL and",,Politics,huffpost
U.S. To Evacuate Diplomatic Staff From Cuba Following Mystery Ailments It's still unclear whether embassy personnel are being targeted for injury.,,Politics,huffpost
Europe The Right Also Rises Germany got its very own electoral shock this week when the far right won 13 percent of the vote in country s parliamentary,,WorldNews,huffpost
"Rep. Keith Ellison Defends Bernie Sanders' Single-Payer Bill Rollout The Minnesota congressman dismissed criticism about the timing of the bill, given the subsequent GOP Graham-Cassidy Obamacare repeal effort.",,Politics,huffpost
"As Mueller Probes Russian Facebook Ads, Our Elections Are Vulnerable And Congress Does Nothing It was only going to be a matter of time before we learned a Russian company with ties to the Kremlin bought political ads",,Politics,huffpost
Steve Scalise Makes Emotional Return to Congress After June Shooting The lawmaker thanks police heroes who saved him and others on a baseball field.,,Politics,huffpost
"Will Tax Reform Close The Gaps? As Congress takes up tax code reform, there is one thing we can be sure of. Most of us will not understand what the House",,Politics,huffpost
"Germany's Far-Right Enters Parliament For First Time Since WW2 The success of the anti-Islam, anti-immigrant AfD party marks a major shift.",,WorldNews,huffpost
"Obama Vs. Trump Whose Approach Is Better On Nukes? North Korea will test Trump s diplomatic approach, and time will tell if he can prevail.",,Politics,huffpost
Friday's Morning Email Facebook The New Federal Election Commission The tech giant is now self-regulating political ads.,,Politics,huffpost
GOP Congressman Tells Flood Victims 'At Some Point God Is Telling You To Move' The federal government is encouraging and subsidizing people to live in harm's way.,,Politics,huffpost
The GOP Plays Politics With Your Health No wonder nearly 70 percent of all Americans disapprove of Congress.,,Politics,huffpost
"Trump Orders New Sanctions To Tighten Screws On North Korea Asked ahead of a lunch meeting with the leaders of Japan and South Korea if diplomacy was still possible, Trump nodded his head and said, Why not?",,WorldNews,huffpost
How Germany's Far-Right Party Managed To Mainstream Its Radical Views Alternative for Germany could win dozens of seats in parliament this Sunday.,,WorldNews,huffpost
Iceland's 'Pirate' Politician Won't Run After Government Collapses In Pedophilia Scandal Birgitta Jónsdóttir became Iceland's most famous parliamentarian after challenging the U.S. with WikiLeaks in 2010.,,WorldNews,huffpost
"Graham-Cassidy And Health Care Outside The Beltway While congressional Republicans take yet another, and apparently last, shot at health care with the new Graham-Cassidy bill",,Politics,huffpost
Coffman Says Tancredo Is 'Bored' And Angry Former Republican Congressman Tom Tancredo is considering a run for governor because he s bored and mad at Republicans,,Politics,huffpost
"Cassidy-Graham Déjà Vu All Over Again It s time to heed John McCain s words and demand Congress set this partisan, destructive bill aside and commit to a bipartisan effort.",,Politics,huffpost
"Navy Hospital Staffers Removed After Sharing Disturbing Photos Of Newborns It s outrageous, unacceptable, incredibly unprofessional, and cannot be tolerated.",,Crime,huffpost
"After Kansas Shooting, Indian Widow Fights For Immigration Reform When Srinivas Kuchibhotla was killed in a hate crime, his wife's immigration status was thrown into question.",,Politics,huffpost
Focus On One Particular Loophole In GOP's New Tax-Cut Plan Treasury Secretary Mnuchin has been meeting with GOP leaders to come up with a plan both the White House and congressional Republicans can get behind.,,Politics,huffpost
"That Climate 'Scandal' Rep. Lamar Smith Promoted Was, Indeed, Fake News A U.K. media watchdog has ruled on the inaccuracy of a story published by the Daily Mail and promoted by the GOP congressman from Texas.",,Politics,huffpost
"Germany's Far-Right Party Set To Enter Parliament For The First Time The Alternative for Germany party, or AfD, shows how right wing populism is alive and well in Europe.",,WorldNews,huffpost
Immigration Activists Protest Pelosi Over Trump Deal 'We Are Not Your Bargaining Chip' Democratic leaders in Congress have agreed to support border security measures in exchange for protections for young undocumented immigrants.,,Politics,huffpost
"Triple Talaq Abolition Is Only The Start Of A Larger Campaign For Gender Justice In India The egregious practice that some Muslim men employ to divorce their wives instantaneously and without their consent, merely",,WorldNews,huffpost
"China And India A Lesson In Conflict Resolution The way they settled their latest dispute, at least for now, provides a welcome respite.",,WorldNews,huffpost
"As Rohingyas Flee Myanmar, India Needs To Drop Religious Criteria In Its Refugee Law By Nafees Ahmad, South Asian University More than 90,000 Rohingyas, victims of a new surge of violence in Myanmar, are fleeing",,WorldNews,huffpost
UN Group Iran s Imprisonment Of Father And Son U.S. Citizens Violates International Law The U.N. Working Group on Arbitrary Detention called on Iran to release Siamak and Baquer Namazi.,,Politics,huffpost
"GOP Congressman Defends Trump's Tweets 'He's Just A Fun Guy' Rep. Chris Collins R-N.Y. laughed off the president's latest use of Twitter, saying Trump supporters enjoy it.",,Politics,huffpost
"Rand Paul Unconstitutional Saudi War In Yemen Is Not In Our Interest, And Congress Should Vote Last week, on the Senate floor, Senator Rand Paul R-KY called out U.S. participation in the Saudi war in Yemen. Senator",,Politics,huffpost
The GOP Congress Is Rushing Wildly Ahead With A Huge Health Care Bill. Again. We've seen this movie before -- but it might end differently this time.,,Politics,huffpost
Friday's Morning Email 'Terrorist Incident' Rocks London Tube Multiple people were injured.,,Politics,huffpost
Trump s Election Commission Is Already Laying The Groundwork For Voter Suppression They aim to make the constitutional right to vote a privilege.,,Politics,huffpost
Cleveland Indians Set Record For Longest Winning Streak In Over A Century The Indians have outscored their opponents by a whopping 137-34 margin during the streak.,,Sports,huffpost
Did The Washington Post Break A Law When It Disciplined A Reporter Over A Jeff Bezos Op-Ed? The Post's union thinks so.,,Politics,huffpost
"10 Worst Provisions In The Republican Appropriations Bill Last week, Democratic leaders in Congress negotiated with President Trump to ensure that our government stays fully funded",,Politics,huffpost
"Struggling Gun Industry Looks To Congress To Make Silencers The Next Big Thing Amid a Trump slump, the firearms industry seeks laxer rules on suppressor sales.",,Politics,huffpost
"News Roundup for September 13, 2017 Here comes the news again. 1. Congress has sent Trump legislation which condemns white supremacy in an attempt to force his",,WorldNews,huffpost
"Why I Decided To Run For Congress As An Air Force Veteran And Public School Teacher Arkansas, I am listening.",,Politics,huffpost
"Republicans Begin To Bet It All On Long-Shot Tax Reform It could be a part of a bigger picture. It could be meaningless, one GOP congressman says.",,Politics,huffpost
The Time I Went Canoeing With A Republican Congressman Priceless lessons learned while floating Little Rock's Fourche Creek.,,Politics,huffpost
Where The Trump Russia Investigations Stand We break down the major headlines on the multiple probes into whether President Donald Trump s campaign colluded with Russia.,,Politics,huffpost
"Supreme Court Puts Redrawing Of Texas Electoral Maps On Hold In August, a federal court struck down two GOP-drawn congressional districts saying they were discriminatory.",,Politics,huffpost
"Report Trump To Weigh More Aggressive U.S. Strategy On Iran Trump is expected to set broad strategic objectives and goals for U.S. policy but leave it to U.S. military commanders, diplomats and other U.S. officials to implement the plan.",,WorldNews,huffpost
"Asian-American Caucus, Nancy Pelosi, Others Pressure Congress On Dream Act A Senator also pointed out Asians may not apply for DACA due to Japanese-American prison camp history.",,Politics,huffpost
